path,label,pred,prob_defect,group,cam_mean,cam_max,cam_p90,cam_entropy,cam_centroid_y,cam_centroid_x
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_10.jpeg,0,0,0.0001625289150979,TN,0.04012591391801834,0.9999998807907104,0.08182412385940552,8.416532929256872,178.50478674011816,187.2993893902697
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1001.jpeg,0,0,0.0093061309307813,TN,0.05576184019446373,0.9999998807907104,0.18513037264347076,8.663908257010144,166.33503613462747,164.43013509105793
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1002.jpeg,0,0,1.7453190594096668e-05,TN,0.05118820443749428,0.9999998807907104,0.15162837505340576,8.605206465662134,166.6836928626163,191.36861020030625
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1003.jpeg,0,0,3.617643869802123e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1019.jpeg,0,0,0.0001568740262882,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1020.jpeg,0,0,3.0742814942641417e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1021.jpeg,0,0,4.8180416342802346e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1022.jpeg,0,0,0.0312671847641468,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1026.jpeg,0,0,6.214702807483263e-06,TN,0.026884455233812332,0.9999998807907104,0.017744898796081543,8.104977341585514,107.7473612061672,16.83593836585414
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1028.jpeg,0,0,0.000105006758531,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1031.jpeg,0,0,1.7880571249406785e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1040.jpeg,0,0,2.6461086690687807e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1066.jpeg,0,0,0.0087607204914093,TN,0.05866074189543724,0.9999998807907104,0.24619928002357483,8.897995316509501,136.44775837874897,184.20622283620432
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1069.jpeg,0,0,8.11549398349598e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1077.jpeg,0,0,0.0002156401751562,TN,0.03267437219619751,0.9999998807907104,0.020048808306455612,8.192806585695777,122.07018134268321,204.92467163610726
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1088.jpeg,0,0,3.591888116716291e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1092.jpeg,0,0,5.081602284917608e-05,TN,0.07287244498729706,0.9999998807907104,0.2921946942806244,8.778840752275011,160.62823751044593,188.45069293157073
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1093.jpeg,0,0,9.578657773090526e-05,TN,0.06604334712028503,0.9999998807907104,0.25991931557655334,8.801648638693788,198.29007666271346,114.75755627261157
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1095.jpeg,0,0,0.0001958137436304,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1096.jpeg,0,0,4.946321041643387e-07,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1120.jpeg,0,0,5.10818654220202e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1121.jpeg,0,0,0.0218014921993017,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1127.jpeg,0,0,1.9122808225802143e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1132.jpeg,0,0,8.355683348781895e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1134.jpeg,0,0,6.078167189116357e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1137.jpeg,0,0,0.0033224339131265,TN,0.02237028442323208,0.9999998807907104,0.0007642993004992604,7.8613641683457285,111.49999354500463,203.91851009744448
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1140.jpeg,0,0,2.070750326765847e-07,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1141.jpeg,0,0,1.386587791785132e-05,TN,0.07138445228338242,0.9999998807907104,0.2771419286727905,8.783707972887703,162.95741123195387,190.37052605294406
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1144.jpeg,0,0,0.0001704921160126,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1145.jpeg,0,0,0.0001205199441756,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1160.jpeg,0,0,0.000317231635563,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1165.jpeg,0,0,9.760318789631128e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1169.jpeg,0,0,2.300631058460567e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1170.jpeg,0,0,7.076119601379105e-08,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1171.jpeg,0,0,4.053233351442032e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1172.jpeg,0,0,6.849363126093522e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1173.jpeg,0,0,0.0005265569197945,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1174.jpeg,0,0,3.325618536109687e-06,TN,0.04211793467402458,0.9999998807907104,0.10029876232147217,8.530844850199694,80.93449122741832,25.802076223433744
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1176.jpeg,0,0,0.0005667933728545,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1180.jpeg,0,0,0.0007835729047656,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1200.jpeg,0,0,8.314468686876353e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1202.jpeg,0,0,2.584452340670396e-05,TN,0.05772516503930092,0.9999998807907104,0.17974744737148285,8.651073227522074,206.1640714800888,95.20972538424222
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1203.jpeg,0,0,2.0899899027426727e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1207.jpeg,0,0,0.0013253442011773,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1209.jpeg,0,0,6.422589194698958e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1210.jpeg,0,0,0.0019973390735685,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1213.jpeg,0,0,8.284132491098717e-06,TN,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\User\Documents\MyProject\Newworld\data\raw\casting_data\casting_data\test\ok_front\cast_ok_0_1218.jpeg,0,0,1.0853696039703207e-05,TN,0.0,0.0,0.0,0.0,0.0,0.0
